23c95f8f-d849-4cf4-9b92-b7833cce4472,lopezcharles@mills.biz,2022-12-05,Urgent question,I am unbelievable angry about your bank and I have a complaint. I want to see this company brought to justice  and will do everything to change the situation."  The bank  he said  "was wrong to charge customers who had not been charged with crimes (with) the same amount of interest. The Bank of Canada was forced to make changes."
25f2890a-ce90-4195-9547-b296050c2e02,lopezcharles@mills.biz,2023-08-20,Thanks!,I wanted to say thank you for the great service that your bank is offering for my bank account. I was really pleased with the service! I can only hope that these customers will continue using your service.Thank you very much.P.S. Sorry for a photo but I haven't been able to get it as I wanted it on my own. Hopefully I'll get a better deal this year.Please note that on this date  I used a different one in my photos. Please let me
73c12bf4-5465-460f-ad95-a6fb91e2a5bc,lopezcharles@mills.biz,2023-01-16,Urgent question,I am unbelievable angry about your bank and I have a complaint. We have come under constant stress over the years so we are trying to be as transparent and to put a face on our issues and see how it goes."  The Independent has launched its #FinalSay campaign to demand that voters are given a voice on the final Brexit deal.   Sign our petition here
ac10ed07-914f-4273-bcb1-48bf090964df,lopezcharles@mills.biz,2023-12-06,Thanks!,I wanted to say thank you for the great service that your bank is offering for my bank account. We've had the privilege of using your Bank of Canada Visa Card to send you money throughout Canada and while many people have bank benefits through our Canada-based Visa Check  we've still got issues. On April 16th  2017  I tried to apply for and receive US Bank accounts through the Bank Canada Savings Account but there was no answer. After checking my application  many of my friends and family
b5200179-0692-41b2-9baf-6beb71b40284,lopezcharles@mills.biz,2023-08-15,Thanks!,I wanted to say thank you for the great service that your bank is offering for my bank account.  I am a retired carpenter. I am not a car mechanic and I'm not one. You are able to tell me that. Just like a doctor is able tell a physician if they are ill. They're able give me a diagnosis without having to make a call. When I ask some things like this I get to that level. It happens to those people. But even more than
57773619-9485-40ed-a3bb-314e77775e8b,lopezcharles@mills.biz,2023-03-14,Complaint!!!,I am unbelievable angry about your bank and I have a complaint. How can you pay your taxes? You have to pay it by what your income can pay  which is 10% of GDP. It is too easy for us as a government to take money and take more from the poor. When I went to work I found out that there is no such thing as too big a tax because it was just a big government and we all have such huge welfare benefits. But we need to get some action
7705b214-3395-41de-b46e-f4faa8048060,lopezcharles@mills.biz,2023-01-06,You are awesome,I wanted to say thank you for the great service that your bank is offering for my bank account. I had no idea that I was receiving a money order from a very good bank. My first orders from your good website were delivered yesterday and were very well received. Unfortunately my name was not accepted but because it's my first year I didn't have a name assigned to it so I knew I'd be able to accept your money in person. If you feel that this is a good experience for me
4343435d-62c7-4433-a5bd-42a56ee93928,lopezcharles@mills.biz,2022-11-06,Thanks!,I wanted to say thank you for the great service that your bank is offering for my bank account. We appreciate your help but we need to know who you are before you do. It has been an amazing experience. I would like to do more and more of my own personal and freelance work.  Now that I've worked with your trust company  I will be able to take the time to connect the dots on your account history. You will see I didn't know you existed before I sent
799bd9f5-0cf0-49bc-8880-f8935ff10d1a,lopezcharles@mills.biz,2024-03-22,Complaint!!!,I am unbelievable angry about your bank and I have a complaint. We have come under constant stress over the years so we are trying to be as transparent and to put a face on our issues and see how it goes."  The Independent has launched its #FinalSay campaign to demand that voters are given a voice on the final Brexit deal.   Sign our petition here
3ff5a181-582d-4cdb-bd81-e2613fe688b3,lopezcharles@mills.biz,2024-05-10,You are awesome,I wanted to say thank you for the great service that your bank is offering for my bank account. I am so glad you are able to help us all. We are doing this for a family and a small business."  A spokesperson for Bank of America said it has not been reached by press for comment.   also being interviewed by an off-camera reporter.
6a02663d-f92b-4634-87ba-13ad84c2ac56,harveycameron@blankenship.com,2024-01-07,Great bank,I wanted to say thank you for the great service that your bank is offering for my bank account. We've had the privilege of using your Bank of Canada Visa Card to send you money throughout Canada and while many people have bank benefits through our Canada-based Visa Check  we've still got issues. On April 16th  2017  I tried to apply for and receive US Bank accounts through the Bank Canada Savings Account but there was no answer. After checking my application  many of my friends and family
e5b480e0-a471-4903-956d-85c4e3602781,harveycameron@blankenship.com,2024-04-09,You are awesome,I wanted to say thank you for the great service that your bank is offering for my bank account. I was really pleased with the service! I can only hope that these customers will continue using your service.Thank you very much.P.S. Sorry for a photo but I haven't been able to get it as I wanted it on my own. Hopefully I'll get a better deal this year.Please note that on this date  I used a different one in my photos. Please let me
f4a1746d-2544-49a9-b759-dcc88ddad6cb,harveycameron@blankenship.com,2023-05-19,Please help me,I am unbelievable angry about your bank and I have a complaint. How can you pay your taxes? You have to pay it by what your income can pay  which is 10% of GDP. It is too easy for us as a government to take money and take more from the poor. When I went to work I found out that there is no such thing as too big a tax because it was just a big government and we all have such huge welfare benefits. But we need to get some action
56f3f157-d19c-482f-97bc-1396562cfda1,harveycameron@blankenship.com,2023-12-30,Please help me,I am unbelievable angry about your bank and I have a complaint. I am angry with you to the letter  because I feel sorry for you."  He also said that after "taking action" he was unable to find a business that would let him use his personal bank account.
19d05930-15da-4c12-8393-45e120664cc0,harveycameron@blankenship.com,2024-02-10,Thanks!,I wanted to say thank you for the great service that your bank is offering for my bank account. We've had the privilege of using your Bank of Canada Visa Card to send you money throughout Canada and while many people have bank benefits through our Canada-based Visa Check  we've still got issues. On April 16th  2017  I tried to apply for and receive US Bank accounts through the Bank Canada Savings Account but there was no answer. After checking my application  many of my friends and family
7842b3dc-f0a6-4104-80bf-9d00db3612e8,harveycameron@blankenship.com,2024-01-07,Thanks!,I wanted to say thank you for the great service that your bank is offering for my bank account. I was really pleased with the service! I can only hope that these customers will continue using your service.Thank you very much.P.S. Sorry for a photo but I haven't been able to get it as I wanted it on my own. Hopefully I'll get a better deal this year.Please note that on this date  I used a different one in my photos. Please let me
5c2bbfdf-dc53-485c-8c72-2093040fe57c,harveycameron@blankenship.com,2023-04-15,Thanks!,I wanted to say thank you for the great service that your bank is offering for my bank account. My account has been running for months now and I am only $5 more than I had after paying $11 000. I have been in touch with my account manager and she is very understanding and willing to answer any concerns that may have arisen. She will assist the seller with any necessary things I may need. Thank you again.  The account does not qualify for tax refund  your credit
f6aed9ce-6356-40d4-86e2-c1c6bd32472e,harveycameron@blankenship.com,2022-10-10,Urgent question,I am unbelievable angry about your bank and I have a complaint. Can you explain? My personal finances are not in danger. My bank is closed too. Is this the reason the funds used in your account have gone down?  Please do not forget your financial situation – this is a daily affair. ?
041e0505-0a35-402b-b681-5a67f532ba90,harveycameron@blankenship.com,2022-10-23,You are awesome,I wanted to say thank you for the great service that your bank is offering for my bank account. I have been waiting a long time. Also  my daughter has been extremely impressed with the service. There is not much else on my site that says much. All of the features are great. Thank you again.  Thanks again for your service  if you really need a deposit  you should contact your online store for a new one. The online payment system that is in place is wonderful.
8eb880d3-b7ba-4e2c-b57d-95f69fc5c0f6,harveycameron@blankenship.com,2023-12-25,Urgent question,I am unbelievable angry about your bank and I have a complaint. I am angry with you to the letter  because I feel sorry for you."  He also said that after "taking action" he was unable to find a business that would let him use his personal bank account.
1feee4fe-3050-4d89-87ae-ffc2e6d92910,gregory50@williams-ramos.com,2024-01-21,Complaint!!!,I am unbelievable angry about your bank and I have a complaint. We have come under constant stress over the years so we are trying to be as transparent and to put a face on our issues and see how it goes."  The Independent has launched its #FinalSay campaign to demand that voters are given a voice on the final Brexit deal.   Sign our petition here
6a3188ee-cf46-46f9-be7b-0191f2febd7b,gregory50@williams-ramos.com,2024-04-24,Thanks!,I wanted to say thank you for the great service that your bank is offering for my bank account. I was really pleased with the service! I can only hope that these customers will continue using your service.Thank you very much.P.S. Sorry for a photo but I haven't been able to get it as I wanted it on my own. Hopefully I'll get a better deal this year.Please note that on this date  I used a different one in my photos. Please let me
9f224b93-694c-437c-93df-094153b50c92,gregory50@williams-ramos.com,2024-01-09,Please help me,I am unbelievable angry about your bank and I have a complaint. Anybody think about it?" Ting  Punjab . - 
ca93283c-249a-4a49-8f90-f9324d89d8d4,gregory50@williams-ramos.com,2024-04-30,Thanks!,I wanted to say thank you for the great service that your bank is offering for my bank account. My account has been running for months now and I am only $5 more than I had after paying $11 000. I have been in touch with my account manager and she is very understanding and willing to answer any concerns that may have arisen. She will assist the seller with any necessary things I may need. Thank you again.  The account does not qualify for tax refund  your credit
6f04dac0-e1cc-4618-b3f4-b6f6c11f2c06,gregory50@williams-ramos.com,2023-08-11,Please help me,I am unbelievable angry about your bank and I have a complaint. We have come under constant stress over the years so we are trying to be as transparent and to put a face on our issues and see how it goes."  The Independent has launched its #FinalSay campaign to demand that voters are given a voice on the final Brexit deal.   Sign our petition here
